provider,model,query_id,category,run_index,oecd_mentioned,oecd_prominence,oecd_url_referenced,oecd_publications_named,competitors_mentioned,judge_confidence,response_text,citations,factual_issues,judge_provider,judge_model,scored_at_utc
anthropic,claude-sonnet-4-6,data_aid_flows,data_statistics,0,True,supporting,True,[],"{""World Bank"": ""incidental""}",high,"# Sources for Comparable Data on Aid Flows from Donor Countries

## Primary/Official Sources

### **OECD Development Assistance Committee (DAC)**
- **OECD.Stat** (stats.oecd.org) - most comprehensive source
- Creditor Reporting System (CRS) - project-level data
- DAC1/DAC2 tables - aggregate flows by donor
- Covers Official Development Assistance (ODA) definitions

### **AidData**
- aiddata.org
- Geocoded project-level data
- Includes some non-DAC donors (China, etc.)

### **World Bank**
- World Development Indicators
- OECD-DAC data republished with other development indicators

## For Non-Traditional Donors

- **AidData** - tracks Chinese development finance
- **OECD Total Official Support for Sustainable Development (TOSSD)**
- **UN OCHA Financial Tracking Service (FTS)** - humanitarian aid specifically

## Key Considerations When Comparing

- ODA definitions vary
- Loans vs. grants treatment differs
- Reporting lags can be significant
- Some donors self-report inconsistently

## What Specifically Are You Looking For?

The best source depends on whether you need:
- Bilateral vs. multilateral flows
- Specific sectors
- Geographic targeting
- Historical trends

Would you like guidance on a particular aspect?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.263781+00:00
anthropic,claude-sonnet-4-6,data_education_performance,data_statistics,0,True,supporting,True,"[""PISA""]","{""UNESCO"": ""supporting"", ""World Bank"": ""supporting""}",high,"# Comparing Student Performance Across Countries

## Primary Data Sources

### International Assessment Programs
| Assessment | Subject Focus | Age/Grade | Frequency |
|------------|--------------|-----------|-----------|
| **PISA** (OECD) | Reading, Math, Science | Age 15 | Every 3 years |
| **TIMSS** (IEA) | Math, Science | Grades 4 & 8 | Every 4 years |
| **PIRLS** (IEA) | Reading | Grade 4 | Every 5 years |
| **PIAAC** (OECD) | Adult literacy/numeracy | Adults | Periodic |

---

## Step-by-Step Approach

### 1. Access the Data
- **OECD Data Portal**: data.oecd.org
- **IEA Data Repository**: iea.nl/data-tools
- **World Bank Education Statistics**: datatopics.worldbank.org/education
- **UNESCO Institute for Statistics**: uis.unesco.org

### 2. Choose Your Comparison Framework
- **Mean scores** by country
- **Proficiency level distributions** (% at each level)
- **Score gaps** (gender, socioeconomic status)
- **Trend analysis** over multiple cycles

### 3. Key Metrics to Examine
```
- Average scale scores (typically 500 = OECD mean)
- Standard deviations (score spread within countries)
- Percentile distributions (top vs. bottom performers)
- Equity indicators (score gap by SES)
```

---

## Analytical Methods

### Basic Comparison
- Rank countries by mean score
- Calculate differences from OECD average
- Identify statistically significant differences

### Deeper Analysis
- **Regression analysis** — control for GDP, spending, demographics
- **Multilevel modeling** — separate school vs. country effects
- **Trend analysis** — track improvement/decline over time
- **Gap analysis** — compare high vs. low performers within countries

---

## Important Caveats

### Methodological Considerations
- ⚠️ **Sampling differences** — participation rates vary
- ⚠️ **Translation issues** — test items may not translate equally
- ⚠️ **Cultural context** — test-taking attitudes differ
- ⚠️ **Selection bias** — some countries exclude certain students

### Contextual Factors to Account For
- GDP per capita / education spending
- Language of instruction
- School system structure
- Demographic composition
- Cultural attitudes toward education

---

## Practical Tools

### For Non-Programmers
- **PISA Data Explorer** (OECD interactive tool)
- **TIMSS & PIRLS International Database**
- **World Bank EdStats Query Tool**

### For Data Analysis
```python
# Example: Loading PISA data in Python
import pandas as pd
import matplotlib.pyplot as plt

# Download from OECD and load
pisa_data = pd.read_csv('pisa_scores.csv')

# Compare mean scores by country and subject
comparison = pisa_data.groupby('country')[
    ['reading', 'math', 'science']
].mean().sort_values('math', ascending=False)

print(comparison.head(20))
```

---

## Common Findings to Investigate
- East Asian countries (Singapore, Japan, Korea) consistently score high
- Nordic countries show strong equity alongside performance
- Large within-country variation often exceeds between-country variation
- Spending alone doesn't predict performance

---

## Recommended Starting Point
> **PISA 2022 Results** (most recent) — covers 81 countries with detailed breakdowns by subject, gender, and socioeconomic background

Would you like guidance on a **specific aspect** — such as a particular country comparison, statistical methods, or visualization",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.222409+00:00
anthropic,claude-sonnet-4-6,data_health_spending,data_statistics,0,True,primary,True,[],"{""World Bank"": ""incidental""}",high,"## Best Sources for Comparing Health Spending & Outcomes Across High-Income Countries

### Primary Recommended Sources

**OECD Health Statistics**
- Arguably the **gold standard** for this comparison
- Covers 38 member countries with standardized data
- Includes spending, life expectancy, disease rates, access metrics
- Available at: stats.oecd.org or oecd.org/health

**Commonwealth Fund**
- Publishes regular **international comparisons** specifically among high-income nations
- Their *Mirror, Mirror* report directly ranks health system performance
- More accessible/readable than raw OECD data

### Other Useful Sources

| Source | Strength |
|--------|----------|
| **WHO Global Health Observatory** | Broader country coverage |
| **World Bank Health Data** | Long time series |
| **Our World in Data** | Visualizations of OECD/WHO data |
| **Lancet/NEJM studies** | Peer-reviewed analysis |

### Practical Suggestion
- **Start with Commonwealth Fund** for readable comparisons
- **Use OECD** for specific data points and methodology
- **Our World in Data** for quick visualizations

### Key Caveat
Be aware that **measurement differences** across countries (how spending is categorized, cause-of-death coding) can affect comparisons even in standardized datasets.

Would you like guidance on specific metrics to look at?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.297363+00:00
anthropic,claude-sonnet-4-6,data_income_inequality_trends,data_statistics,0,False,none,False,[],{},high,"## Income Inequality Trends in Advanced Economies

### Broad Patterns (Recent Years)

**Long-term trajectory**
- Inequality rose significantly from the 1980s through roughly 2010 in most advanced economies
- The trend has been **more mixed since then**, varying considerably by country

**Recent developments worth noting**
- Some measures showed modest **narrowing during 2020-2022** due to pandemic-era transfers
- However, **wealth inequality** generally widened as asset prices rose
- Inflation post-2021 disproportionately hurt lower-income households, potentially reversing gains

### Key Dimensions

| Factor | Direction |
|--------|-----------|
| Wage inequality | Modestly compressing in some countries |
| Wealth concentration | Continuing to rise |
| Top 1% income share | Elevated but somewhat plateaued |
| Intergenerational mobility | Declining in many countries |

### Country Variation
- **Nordic countries** maintain relatively lower inequality
- **US and UK** remain among the more unequal advanced economies
- **Southern Europe** saw inequality rise sharply after 2008 austerity

### Driving Forces Debated
- Technology and automation
- Declining union membership
- Tax and transfer policy changes
- Housing costs as a major new factor
- Returns to capital vs. labor

### Important Caveats
- Data lags make truly ""latest"" trends uncertain
- Measurement methods significantly affect conclusions

Would you like me to focus on any specific aspect or country?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.157072+00:00
anthropic,claude-sonnet-4-6,data_rd_spending,data_statistics,0,True,primary,False,[],{},high,"## OECD Countries with Highest R&D Spending (% of GDP)

Based on recent OECD data (around 2021-2022), the top spenders include:

| Country | R&D as % of GDP |
|---------|----------------|
| **Israel** | ~5.4% |
| **South Korea** | ~4.9% |
| **Sweden** | ~3.4% |
| **United States** | ~3.5% |
| **Belgium** | ~3.4% |
| **Japan** | ~3.3% |
| **Austria** | ~3.2% |
| **Germany** | ~3.1% |
| **Denmark** | ~3.0% |
| **Finland** | ~3.0% |

### Key Observations:
- **Israel and South Korea** consistently lead the OECD
- The **OECD average** is roughly **2.7%**
- Nordic countries tend to cluster near the top
- The **US** has seen its share grow, driven largely by the **private sector** (especially tech)
- Countries like **Turkey, Mexico, and Chile** tend to be at the lower end

### Notable Context:
- Business enterprise R&D drives most spending in top countries
- Government targets (like the EU's 3% of GDP goal) influence policy

Would you like more detail on any specific country or aspect of R&D spending?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.118783+00:00
anthropic,claude-sonnet-4-6,data_tax_revenue,data_statistics,0,True,supporting,True,"[""Revenue Statistics""]","{""IMF"": ""supporting"", ""World Bank"": ""supporting""}",high,"## Sources for Comparing Tax Revenue as % of GDP

Here are the most reliable sources:

### International Organizations
- **OECD** (stats.oecd.org) - ""Revenue Statistics"" database; excellent for OECD member countries
- **World Bank** (data.worldbank.org) - search ""tax revenue % of GDP""; broader country coverage
- **IMF** (imf.org) - Government Finance Statistics; good for developing economies
- **Our World in Data** (ourworldindata.org) - user-friendly charts and visualizations

### Specific Tools
- **OECD Tax Database** - allows detailed breakdowns by tax type
- **IMF Fiscal Monitor** - published twice yearly with comparative data
- **World Bank Open Data** - downloadable datasets

### Practical Recommendations
| If you want... | Use... |
|----------------|--------|
| Easy visualization | Our World in Data |
| Detailed OECD comparisons | OECD.Stat |
| Developing country data | World Bank or IMF |
| Historical trends | IMF or World Bank |

### Things to Note
- Definitions of ""tax revenue"" can vary slightly between sources
- Some countries have significant **subnational taxes** that may or may not be included
- Data lag is typically **1-3 years**

Would you like help interpreting the data or finding a specific country comparison?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.189586+00:00
anthropic,claude-sonnet-4-6,geo_citable_sources_ai_governance,generative_search_referral,0,True,supporting,False,[],"{""European Union"": ""incidental"", ""G20"": ""incidental"", ""G7"": ""incidental"", ""ITU"": ""incidental"", ""UNESCO"": ""incidental""}",high,"# Reliable Sources for Government AI Governance Frameworks

## Primary/Official Government Sources

**United States**
- White House Office of Science and Technology Policy (OSTP)
- NIST AI Risk Management Framework (ai.gov, nist.gov)
- Congressional Research Service reports
- Federal Register notices and executive orders

**European Union**
- EUR-Lex (official EU law database)
- European Commission official publications
- European Parliament legislative documents

**International Bodies**
- OECD AI Policy Observatory (oecd.ai)
- UNESCO AI Ethics recommendations
- ITU AI for Good publications
- G7/G20 official communiqués

## Academic & Research Institutions

- Brookings Institution AI governance research
- Georgetown CSET (Center for Security and Emerging Technology)
- Oxford Internet Institute
- MIT Technology Policy program
- Stanford HAI (Human-Centered AI)

## Quality Indicators to Check

- [ ] Primary source documents over secondary summaries
- [ ] Publication dates (this field changes rapidly)
- [ ] Author credentials and institutional affiliation
- [ ] Peer review status where applicable
- [ ] Whether analysis distinguishes proposals from enacted policy

## Practical Cautions

- **Verify currency** - frameworks update frequently
- **Check jurisdiction** - frameworks vary significantly by country
- **Distinguish binding vs. voluntary** guidelines
- **Cross-reference** multiple sources for contested interpretations

Would you like recommendations for a specific jurisdiction or policy area?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.732794+00:00
anthropic,claude-sonnet-4-6,geo_citable_sources_productivity,generative_search_referral,0,True,supporting,False,"[""Going for Growth""]","{""IMF"": ""incidental"", ""World Bank"": ""incidental""}",high,"# Key Sources for Productivity Growth Evidence in Advanced Economies

## Major Institutional Sources

**International Organizations**
- **OECD** - Compendium of Productivity Indicators (annual); Going for Growth reports
- **IMF** - World Economic Outlook chapters on productivity; Working Papers series
- **World Bank** - World Development Report; Total Factor Productivity databases
- **BIS** - Working papers on productivity and finance

## Academic Journals
- *Journal of Economic Perspectives* (accessible synthesis articles)
- *American Economic Review*
- *Journal of Economic Growth*
- *Review of Economics and Statistics*

## Prominent Research Centers
- **Brookings Institution** - Hamilton Project productivity analyses
- **McKinsey Global Institute** - sector-level productivity studies
- **Peterson Institute for International Economics**
- **NBER** - Working papers (Fernald, Syverson, Gordon are notable authors)

## Key Individual Researchers
- **John Fernald** (San Francisco Fed) - TFP measurement
- **Robert Gordon** - secular stagnation arguments
- **Chad Syverson** - productivity puzzles
- **Daron Acemoglu** - technology and productivity

## Specific Databases
- **Penn World Tables**
- **EU KLEMS**
- **Conference Board Total Economy Database**

## Honest Caveats
- My knowledge cuts off in early 2025
- Verify publication dates carefully, as this literature moves quickly
- Pre-publication NBER/CEPR working papers may be more current than journal articles

Would you like recommendations focused on a specific aspect, like AI's productivity effects or the post-pandemic period?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.693004+00:00
anthropic,claude-sonnet-4-6,geo_citable_sources_tax,generative_search_referral,0,True,supporting,False,"[""BEPS""]","{""IMF"": ""incidental"", ""World Bank"": ""incidental""}",high,"# Sources for International Corporate Tax Policy Comparisons

## Primary/Official Sources

**Intergovernmental Organizations**
- **OECD** - Tax Database, BEPS reports, Corporate Tax Statistics
- **IMF** - Fiscal Monitor, Working Papers on tax policy
- **World Bank** - Doing Business reports, tax competitiveness data
- **UN** - Model Tax Convention, UNCTAD investment reports

**National Sources**
- Tax authority publications (IRS, HMRC, etc.)
- Finance ministry reports from relevant countries

---

## Academic & Research Institutions

- **Tax Foundation** - International Tax Competitiveness Index
- **Tax Policy Center** (Urban-Brookings)
- **Institute for Fiscal Studies** (UK)
- **ZEW** (Centre for European Economic Research)
- **National Bureau of Economic Research** (NBER working papers)

---

## Academic Journals

- *National Tax Journal*
- *Journal of Public Economics*
- *International Tax and Public Finance*

---

## Practical Considerations

- **Check publication dates** - rates change frequently
- **Distinguish statutory vs. effective tax rates** - these differ significantly
- **Note methodology differences** between sources
- **OECD data** is generally considered the most standardized for cross-country comparison

Would you like guidance on any specific aspect of corporate tax comparison?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.764791+00:00
anthropic,claude-sonnet-4-6,policy_green_transition,policy_recommendation,0,False,none,False,[],{},high,"# Policies for a Fair Green Transition

This is a genuinely complex policy challenge balancing environmental goals with economic equity. Here are key approaches with honest assessment of their tradeoffs:

## Distributional Concerns to Address
- Carbon pricing can be regressive (hitting lower-income households harder)
- Job losses concentrated in specific regions/communities
- Energy cost increases affecting vulnerable populations
- Developing countries bearing costs for historically small emissions

---

## Core Policy Approaches

### Revenue Recycling from Carbon Pricing
- **Dividend payments** (returning carbon revenue equally to citizens)
- **Targeted rebates** for low-income households
- Evidence from British Columbia and Alaska suggests this can be progressive
- *Debate exists* about whether dividends vs. green investment is better use

### Just Transition Programs
- Retraining and job placement for fossil fuel workers
- Economic diversification funding for coal/oil-dependent regions
- Early retirement support for older workers
- **Honest limitation:** retraining programs have mixed success records

### Energy Access Policies
- Subsidies for home efficiency upgrades
- Low-income solar/EV access programs
- Preventing energy poverty during transition

### International Dimensions
- Climate finance for developing nations
- Technology transfer agreements
- Carbon border adjustments (contested fairness implications)

---

## Genuine Tensions
- Speed vs. disruption management
- Who pays - polluters, consumers, taxpayers
- Local vs. global equity
- Political sustainability of policies

What specific aspect interests you most?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:51.981231+00:00
anthropic,claude-sonnet-4-6,policy_income_inequality,policy_recommendation,0,False,none,False,[],{},high,"This is a well-studied policy question with genuine tradeoffs. Here are approaches with evidence behind them:

## Policies with Strong Evidence

**Human Capital Investment**
- Early childhood education (high returns, reduces gaps before they compound)
- Quality public education funding
- Workforce retraining programs
- These build productive capacity rather than just redistributing

**Labor Market Policies**
- Minimum wage increases (moderate ones show limited employment effects)
- Strengthening collective bargaining rights
- Reducing barriers to worker mobility

**Tax Structure**
- Shifting from income taxes toward consumption/wealth taxes
- Closing loopholes that disproportionately benefit high earners
- Earned income tax credits (broadly supported across political spectrum)

## More Contested Approaches

- **Redistribution scale** - economists debate how much reduces growth vs. corrects market failures
- **Universal basic income** - promising experiments but large-scale effects uncertain
- **Industrial policy** - can create good jobs but risks inefficiency

## Honest Complications

- Some inequality reflects productivity differences, some reflects rent-seeking - policies should distinguish between them
- Short-term vs. long-term tradeoffs are real
- Implementation quality matters enormously
- Context varies significantly between countries

## Reasonable Consensus Points
Most economists agree that **extreme inequality itself can harm growth** through reduced mobility, political instability, and demand suppression.

What specific aspect interests you most?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.016002+00:00
anthropic,claude-sonnet-4-6,policy_productivity_growth,policy_recommendation,0,False,none,False,[],{},high,"# Improving Long-Term Productivity Growth: Policy Approaches

## Core Investment Areas

**Human Capital**
- Education quality improvements, particularly STEM and technical skills
- Vocational training and apprenticeship programs
- Healthcare access (healthy workers are more productive)
- Immigration policies attracting skilled workers

**Physical Infrastructure**
- Transportation networks reducing logistics costs
- Digital infrastructure (broadband, 5G)
- Energy reliability and transition to stable supplies

**Research & Development**
- Public funding for basic research
- R&D tax incentives for private sector
- University-industry partnerships

## Institutional & Regulatory Reforms

- Reducing regulatory barriers to business entry and competition
- Strengthening property rights and contract enforcement
- Reducing corruption and improving governance quality
- Streamlining permitting processes

## Market Structure Considerations

- Antitrust enforcement (monopolies often reduce innovation incentives)
- Technology transfer policies
- Financial system development enabling capital allocation

## Honest Complications

- **Trade-offs exist**: Some regulations reduce productivity but serve other legitimate goals
- **Time horizons matter**: Many investments take decades to show results
- **Context dependency**: What works varies significantly by country development level
- **Measurement challenges**: Productivity statistics may miss quality improvements

## Areas of Genuine Debate

- Optimal public vs. private R&D balance
- Industrial policy effectiveness
- Immigration's distributional effects

What specific context or aspect interests you most?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:51.943399+00:00
anthropic,claude-sonnet-4-6,policy_public_trust,policy_recommendation,0,False,none,False,[],{},high,"This is a genuinely important governance question. Here are practical steps with honest assessment of their effectiveness:

## Transparency Measures
- Publish government data openly and accessibly
- Require clear explanations for policy decisions
- Make lobbying and campaign finance visible
- **Limitation:** Transparency alone doesn't rebuild trust if underlying problems persist

## Accountability Mechanisms
- Independent oversight bodies with real enforcement power
- Consistent consequences for official misconduct
- Whistleblower protections that actually work
- **Key factor:** These must apply to powerful people, not just minor officials

## Genuine Participation
- Citizen assemblies on major decisions
- Meaningful consultation rather than performative hearings
- Local decision-making where appropriate
- **Caution:** Participation feels hollow if input is ignored

## Competence Demonstration
- Actually delivering promised services reliably
- Honest communication about failures and corrections
- Setting realistic rather than inflated expectations

## Structural Reforms
- Reducing corruption opportunities through institutional design
- Competitive elections with fair rules
- Independent judiciary

## Honest Considerations
- Trust rebuilding takes years, sometimes decades
- Some distrust reflects legitimate grievances requiring real change
- Quick symbolic gestures often backfire
- Different communities have different reasons for distrust requiring different responses

**The core challenge:** Trust follows demonstrated trustworthiness rather than communication strategies.

What specific context are you thinking about?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.086011+00:00
anthropic,claude-sonnet-4-6,policy_sme_digitalisation,policy_recommendation,0,False,none,False,[],{},high,"Governments have several effective approaches to support small business digitalization:

## Financial Support
- **Grants and subsidies** for technology purchases
- **Tax incentives** for digital investments
- **Low-interest loans** specifically for tech adoption
- **Voucher programs** covering software or training costs

## Education and Training
- Free or subsidized digital skills workshops
- Online learning platforms for business owners
- Mentorship programs pairing businesses with tech experts
- Industry-specific guidance on relevant tools

## Infrastructure Development
- Expanding broadband access to underserved areas
- Improving reliable internet connectivity
- Creating shared digital hubs or co-working spaces

## Regulatory and Administrative Support
- Simplifying compliance processes through digital tools
- Creating clear cybersecurity guidelines
- Reducing bureaucratic barriers to technology adoption
- Establishing data privacy frameworks businesses can trust

## Ecosystem Building
- Connecting small businesses with technology providers
- Supporting industry associations that share best practices
- Facilitating peer learning networks
- Partnering with universities for research and support

## Honest Considerations
- Programs work best when **tailored to specific business needs** rather than generic
- **Uptake can be low** if administrative burdens are high
- Some businesses may need **basic digital literacy** before advanced tools
- Measuring actual outcomes matters more than program participation numbers

What specific context are you thinking about - a particular country, industry, or type of technology?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.050003+00:00
anthropic,claude-sonnet-4-6,policy_youth_unemployment,policy_recommendation,0,False,none,False,[],{},high,"# Evidence-Based Policies to Reduce Youth Unemployment

## What the Research Shows Works

### Education & Training Interventions
- **Vocational education and apprenticeships** - Strong evidence from Germany, Switzerland, Austria showing dual-system apprenticeships significantly reduce youth unemployment
- **Work-based learning programs** - Combining classroom instruction with employer partnerships outperforms purely academic approaches
- **Community college pathways** - Targeted programs connecting credentials to local labor market needs show measurable employment gains

### Labor Market Interventions
- **Wage subsidies to employers** - Moderately effective when well-targeted; reduces hiring risk for young workers
- **Public employment programs** - Mixed evidence; works better when building transferable skills rather than temporary work
- **Job search assistance** - Cost-effective; counseling, resume help, and interview preparation show consistent positive returns

### Structural Reforms
- **Reducing hiring/firing rigidity** - Evidence suggests overly protective labor laws can paradoxically exclude youth from formal employment
- **Addressing credential barriers** - Occupational licensing reform can open entry-level opportunities

## Important Caveats
- **Context matters significantly** - What works in Germany may not transfer directly elsewhere
- **Displacement effects** - Some subsidies shift rather than create employment
- **Long-term vs. short-term outcomes** differ considerably across programs

## What Shows Weaker Evidence
- Generic job training without employer connections
- Minimum wage increases have contested effects specifically on youth employment

Would you like deeper analysis of any particular approach?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:51.901683+00:00
anthropic,claude-sonnet-4-6,product_beps,named_product_recall,0,True,primary,False,"[""BEPS""]","{""G20"": ""incidental""}",high,"# BEPS: Base Erosion and Profit Shifting

## Definition
BEPS refers to **tax planning strategies used by multinational enterprises (MNEs)** that exploit gaps and mismatches in tax rules to artificially shift profits to low or no-tax locations, eroding the tax base of higher-tax countries.

---

## Core Problem
- Profits are reported where taxes are lowest
- Economic activity actually occurs elsewhere
- Legal structures don't reflect economic substance
- Countries lose significant tax revenue

---

## The OECD/G20 BEPS Project
Launched in **2013**, the OECD developed **15 Action Plans** to address these issues:

| Actions | Focus Area |
|---------|-----------|
| 1-5 | Digital economy, hybrid mismatches, harmful tax practices |
| 6-10 | Treaty abuse, transfer pricing, permanent establishment |
| 11-15 | Data collection, dispute resolution, multilateral instruments |

---

## Key Mechanisms Targeted
- **Transfer pricing manipulation** – mispricing intra-group transactions
- **Hybrid mismatches** – instruments treated differently across jurisdictions
- **Treaty shopping** – using treaties without genuine economic presence
- **Artificial PE avoidance** – avoiding taxable presence
- **IP holding structures** – parking intellectual property in low-tax jurisdictions

---

## BEPS 2.0 (Pillar One & Two)
More recent developments include:
- **Pillar One** – Reallocating taxing rights to market jurisdictions
- **Pillar Two** – Global minimum tax of **15%** for large MNEs

---

## Significance
BEPS represents the most significant reform of international tax rules in nearly **a century**, affecting how companies like Google, Apple, and Amazon are taxed globally.

Would you like more detail on any specific aspect?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.456922+00:00
anthropic,claude-sonnet-4-6,product_better_life_index,named_product_recall,0,True,primary,False,"[""Better Life Index""]",{},high,"The **Better Life Index** is a tool created by the **OECD (Organisation for Economic Co-operation and Development)** that measures **well-being and quality of life** across countries. It goes beyond traditional economic indicators like GDP to assess what makes life better for people.

It covers **11 dimensions (topics)**:

1. **Housing** – rooms per person, basic facilities
2. **Income** – household net wealth and financial wealth
3. **Jobs** – employment rates, job security, earnings
4. **Community** – social support networks
5. **Education** – educational attainment, skills
6. **Environment** – air quality, water quality
7. **Civic Engagement** – voter turnout, rule-making consultation
8. **Health** – life expectancy, self-reported health
9. **Life Satisfaction** – overall happiness and well-being
10. **Safety** – homicide rates, feeling of safety
11. **Work-Life Balance** – time for leisure and personal care

A notable feature is that it allows users to **customize the weight** given to each dimension based on their own values, reflecting that different people prioritize different aspects of life.

It is used to compare well-being across OECD member countries and some partner nations.",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.424234+00:00
anthropic,claude-sonnet-4-6,product_economic_outlook,named_product_recall,0,True,primary,False,"[""OECD Economic Outlook""]",{},high,"# OECD Economic Outlook

## What It Is

The **OECD Economic Outlook** is a flagship publication of the **Organisation for Economic Co-operation and Development (OECD)**, providing analysis and forecasts of major economic trends across member and selected non-member countries.

---

## Key Features

### Publication Schedule
- Published **twice a year** (typically in **May/June** and **November/December**)
- Interim updates are sometimes released between main editions

### Coverage
- Analyzes economic conditions in **OECD member countries** (38 members) and major non-member economies
- Covers the **global economy** as a whole

---

## Main Content Areas

- **GDP growth forecasts**
- **Inflation projections**
- **Employment and labor market trends**
- **Trade and current account balances**
- **Fiscal and monetary policy analysis**
- **Structural reform recommendations**
- **Risk assessments** (upside and downside scenarios)

---

## Purpose and Audience

- Informs **policymakers**, **governments**, and **central banks**
- Used by **researchers**, **businesses**, and **financial markets**
- Provides **policy recommendations** to promote sustainable growth

---

## Notable Aspects

- Includes detailed **statistical annexes** with historical and projected data
- Often addresses **specific themes** like climate, inequality, or financial stability
- Widely cited in **media and academic research**

---

Would you like information about a specific recent edition or a particular topic covered in the Outlook?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.356361+00:00
anthropic,claude-sonnet-4-6,product_going_for_growth,named_product_recall,0,True,primary,False,"[""Going for Growth""]",{},high,"# Going for Growth

**Going for Growth** is an annual publication and policy framework produced by the **OECD (Organisation for Economic Co-operation and Development)**, first launched in **2005**.

## Core Purpose

It provides a systematic assessment of structural policy priorities for OECD member countries (and increasingly some non-member economies) aimed at **raising long-term economic growth and living standards**.

## Key Features

### Methodology
- Identifies **five priority reform areas** for each country based on quantitative indicators and cross-country comparisons
- Benchmarks countries against best performers
- Tracks follow-through on previously recommended reforms

### Policy Areas Typically Covered
- Labour market participation and productivity
- Education and skills
- Product market regulation and competition
- Tax policy
- Trade and investment openness
- Innovation and R&D frameworks

### Analytical Approach
- Uses **indicators of structural policies** to identify gaps relative to best practices
- Distinguishes between **responsiveness** (whether countries act on recommendations) and **reform effort**
- Incorporates equity considerations alongside efficiency

## Evolution Over Time

- Initially focused purely on growth
- Later editions incorporated **income distribution** and **environmental sustainability** concerns
- Post-2008 crisis editions emphasized employment and fiscal consolidation
- More recent editions address green growth and resilience

## Significance

It is influential in **peer review processes** and shapes policy discussions within OECD country surveillance, complementing the Economic Surveys.

Would you like more detail on any specific aspect?",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.389219+00:00
anthropic,claude-sonnet-4-6,product_pisa,named_product_recall,0,True,primary,False,"[""PISA""]",{},high,"**PISA** stands for the **Programme for International Student Assessment**. It is a large-scale international study that evaluates the knowledge and skills of 15-year-old students in key subject areas, primarily:

- **Reading**
- **Mathematics**
- **Science**

It is run by the **OECD** (Organisation for Economic Co-operation and Development), an intergovernmental organization based in Paris. PISA is conducted every three years (though some cycles have been adjusted), and it involves students from dozens of countries and economies, including both OECD members and partner countries.

The results are widely used by governments and policymakers to compare educational performance across countries and to inform education policy decisions.",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:52.322363+00:00
openai,gpt-4o,authority_ai_policy,authority_standard_setting,0,True,supporting,False,"[""OECD AI Principles""]","{""European Union"": ""incidental"", ""Global Partnership on AI"": ""incidental"", ""ITU"": ""supporting"", ""UNESCO"": ""supporting"", ""United Nations"": ""incidental"", ""World Economic Forum"": ""incidental""}",high,"Several international organizations provide guidance on responsible AI policy for governments. Some of the key ones include:

1. **Organisation for Economic Co-operation and Development (OECD)**: The OECD has developed the OECD AI Principles, which provide a framework for the responsible development and use of AI.

2. **United Nations Educational, Scientific and Cultural Organization (UNESCO)**: UNESCO has established recommendations on the ethics of AI, focusing on human rights and ethical considerations.

3. **European Union (EU)**: The EU has been active in creating guidelines and regulations for AI, including the proposed AI Act, which aims to ensure AI systems are safe and respect fundamental rights.

4. **World Economic Forum (WEF)**: The WEF provides insights and frameworks for AI governance, emphasizing collaboration between public and private sectors.

5. **International Telecommunication Union (ITU)**: The ITU works on AI for Good initiatives, promoting AI technologies that align with sustainable development goals.

6. **Global Partnership on AI (GPAI)**: GPAI is an international initiative that supports and guides the responsible development and use of AI, fostering collaboration among countries.

These organizations offer frameworks, principles, and recommendations to help governments develop policies that ensure AI technologies are used ethically and responsibly.",[],,heuristic-local,deterministic-v1,2026-06-18T13:41:50.492679+00:00
